id,duplicate_group,split
SYN-05830,2263,train
SYN-05831,1741,train
SYN-05832,2264,train
SYN-05833,2800,train
SYN-05834,1190,train
SYN-05835,786,train
SYN-05836,2265,train
SYN-05837,2266,test
SYN-05838,2267,validation
SYN-05839,2268,test
SYN-05840,3139,train
SYN-05841,2412,validation
SYN-05842,2527,train
SYN-05843,2269,train
SYN-05844,2270,train
SYN-05845,2271,train
SYN-05846,3244,train
SYN-05847,2272,test
SYN-05848,4217,validation
SYN-05849,4042,train
SYN-05850,2437,test
SYN-05851,1061,test
SYN-05852,2273,train
SYN-05853,991,train
SYN-05854,2274,validation
SYN-05855,3244,train
SYN-05856,393,train
SYN-05857,2275,train
SYN-05858,2276,train
SYN-05859,2277,train
SYN-05860,1190,train
SYN-05861,1190,train
SYN-05862,2278,train
SYN-05863,2279,train
SYN-05864,2280,train
SYN-05865,2281,train
SYN-05866,2135,train
SYN-05867,2282,train
SYN-05868,1407,train
SYN-05869,1891,test
SYN-05870,3607,train
SYN-05871,200,train
SYN-05872,2283,train
SYN-05873,1018,train
SYN-05874,2284,train
SYN-05875,3189,validation
SYN-05876,3021,train
SYN-05877,2285,test
SYN-05878,2286,train
SYN-05879,1190,train
SYN-05880,2287,train
SYN-05881,2288,train
SYN-05882,2289,validation
SYN-05883,2290,train
SYN-05884,794,train
SYN-05885,2492,train
SYN-05886,200,train
SYN-05887,3021,train
SYN-05888,2291,train
SYN-05889,2082,train
SYN-05890,2327,train
SYN-05891,610,train
SYN-05892,4215,train
SYN-05893,3189,validation
SYN-05894,2135,train
SYN-05895,2292,validation
SYN-05896,2988,test
SYN-05897,2293,train
SYN-05898,2294,train
SYN-05899,1255,train
SYN-05900,4020,train
SYN-05901,3189,validation
SYN-05902,3495,train
SYN-05903,2295,test
SYN-05904,2296,train
SYN-05905,991,train
SYN-05906,2297,train
SYN-05907,2298,train
SYN-05908,1330,train
SYN-05909,1222,train
SYN-05910,2299,train
SYN-05911,1930,train
SYN-05912,2300,train
SYN-05913,2999,train
SYN-05914,752,train
SYN-05915,2301,train
SYN-05916,2302,train
SYN-05917,298,validation
SYN-05918,4424,train
SYN-05919,2303,train
SYN-05920,357,train
SYN-05921,49,train
SYN-05922,2304,train
SYN-05923,2305,train
SYN-05924,2032,train
SYN-05925,36,train
SYN-05926,991,train
SYN-05927,2306,train
SYN-05928,2307,train
SYN-05929,2308,train
SYN-05930,2999,train
SYN-05931,19,train
SYN-05932,2309,train
SYN-05933,2310,train
SYN-05934,3264,test
SYN-05935,2431,train
SYN-05936,3244,train
SYN-05937,2311,test
SYN-05938,2312,test
SYN-05939,2313,test
SYN-05940,2482,test
SYN-05941,1061,test
SYN-05942,2314,validation
SYN-05943,1594,train
SYN-05944,240,validation
SYN-05945,321,train
SYN-05946,2315,train
SYN-05947,2316,train
SYN-05948,10,test
SYN-05949,1981,train
SYN-05950,2317,train
SYN-05951,3998,validation
SYN-05952,1061,test
SYN-05953,3599,train
SYN-05954,2847,test
SYN-05955,2032,train
SYN-05956,1041,train
SYN-05957,4243,train
SYN-05958,2318,train
SYN-05959,2319,train
SYN-05960,2320,train
SYN-05961,2321,train
SYN-05962,3272,train
SYN-05963,4031,train
SYN-05964,1148,validation
SYN-05965,2322,test
SYN-05966,2323,train
SYN-05967,49,train
SYN-05968,2324,validation
SYN-05969,2325,validation
SYN-05970,3797,train
SYN-05971,2326,validation
SYN-05972,2327,train
SYN-05973,2328,test
SYN-05974,939,test
SYN-05975,2329,train
SYN-05976,2330,train
SYN-05977,2032,train
SYN-05978,242,train
SYN-05979,3580,train
SYN-05980,3471,validation
SYN-05981,1482,train
SYN-05982,2331,test
SYN-05983,1190,train
SYN-05984,154,train
SYN-05985,954,test
SYN-05986,2332,validation
SYN-05987,1960,train
SYN-05988,2333,train
SYN-05989,36,train
SYN-05990,794,train
SYN-05991,3610,train
SYN-05992,2702,test
SYN-05993,4499,train
SYN-05994,2334,train
SYN-05995,2335,train
SYN-05996,3087,train
SYN-05997,2336,train
SYN-05998,2337,train
SYN-05999,2999,train
SYN-06000,2338,train
SYN-06001,2339,train
SYN-06002,2340,train
SYN-06003,2341,train
SYN-06004,102,train
SYN-06005,2342,train
SYN-06006,2343,train
SYN-06007,3205,train
SYN-06008,3244,train
SYN-06009,634,train
SYN-06010,813,test
SYN-06011,2999,train
SYN-06012,189,train
SYN-06013,2344,validation
SYN-06014,36,train
SYN-06015,2345,train
SYN-06016,2346,train
SYN-06017,36,train
SYN-06018,3797,train
SYN-06019,2319,train
SYN-06020,4263,train
SYN-06021,2347,train
SYN-06022,199,train
SYN-06023,2348,validation
SYN-06024,2349,train
SYN-06025,4263,train
SYN-06026,4064,train
SYN-06027,2350,test
SYN-06028,2351,train
SYN-06029,3997,train
SYN-06030,2352,train
SYN-06031,2353,train
SYN-06032,200,train
SYN-06033,200,train
SYN-06034,2927,train
SYN-06035,3580,train
SYN-06036,3850,test
SYN-06037,2354,validation
SYN-06038,1948,validation
SYN-06039,2355,train
SYN-06040,2356,train
SYN-06041,3189,validation
SYN-06042,2357,train
SYN-06043,4045,train
SYN-06044,2358,validation
SYN-06045,200,train
SYN-06046,2079,train
SYN-06047,2359,test
SYN-06048,2360,train
SYN-06049,2361,validation
SYN-06050,2362,train
SYN-06051,2363,test
SYN-06052,2364,test
SYN-06053,3495,train
SYN-06054,3344,validation
SYN-06055,1125,train
SYN-06056,2365,test
SYN-06057,2366,test
SYN-06058,2367,train
SYN-06059,2368,test
SYN-06060,991,train
SYN-06061,2369,train
SYN-06062,794,train
SYN-06063,3797,train
SYN-06064,3580,train
SYN-06065,102,train
SYN-06066,3057,train
SYN-06067,4243,train
SYN-06068,2370,train
SYN-06069,2585,train
SYN-06070,2371,train
SYN-06071,2372,train
SYN-06072,2373,test
SYN-06073,539,test
SYN-06074,4085,train
SYN-06075,265,train
SYN-06076,3986,train
SYN-06077,3580,train
SYN-06078,466,train
SYN-06079,2032,train
SYN-06080,3474,validation
SYN-06081,235,train
SYN-06082,733,train
SYN-06083,3495,train
SYN-06084,3189,validation
SYN-06085,3797,train
SYN-06086,2374,train
SYN-06087,3856,train
SYN-06088,200,train
SYN-06089,3925,train
SYN-06090,3150,validation
SYN-06091,2375,train
SYN-06092,2376,train
SYN-06093,2377,train
SYN-06094,1061,test
SYN-06095,2790,test
SYN-06096,2378,train
SYN-06097,34,train
SYN-06098,3186,test
SYN-06099,646,train
SYN-06100,472,train
SYN-06101,2379,validation
SYN-06102,472,train
SYN-06103,2380,train
SYN-06104,2381,train
SYN-06105,179,validation
SYN-06106,2082,train
SYN-06107,200,train
SYN-06108,2482,test
SYN-06109,2140,train
SYN-06110,3189,validation
SYN-06111,752,train
SYN-06112,1330,train
SYN-06113,19,train
SYN-06114,2032,train
SYN-06115,2382,train
SYN-06116,2383,train
SYN-06117,3580,train
SYN-06118,182,train
SYN-06119,2384,train
SYN-06120,3437,validation
SYN-06121,2999,train
SYN-06122,2385,train
SYN-06123,2386,train
SYN-06124,2387,train
SYN-06125,3797,train
SYN-06126,2388,train
SYN-06127,812,validation
SYN-06128,2389,train
SYN-06129,2390,train
SYN-06130,49,train
SYN-06131,298,validation
SYN-06132,2999,train
SYN-06133,2391,validation
SYN-06134,4045,train
SYN-06135,2897,train
SYN-06136,991,train
SYN-06137,1330,train
SYN-06138,200,train
SYN-06139,752,train
SYN-06140,2392,validation
SYN-06141,634,train
SYN-06142,2393,train
SYN-06143,102,train
SYN-06144,679,train
SYN-06145,3580,train
SYN-06146,2394,train
SYN-06147,4144,train
SYN-06148,1190,train
SYN-06149,991,train
SYN-06150,2395,train
SYN-06151,2396,train
SYN-06152,2397,test
SYN-06153,2398,test
SYN-06154,2327,train
SYN-06155,2399,train
SYN-06156,2400,train
SYN-06157,2401,test
SYN-06158,991,train
SYN-06159,2402,train
SYN-06160,2403,train
SYN-06161,4015,train
SYN-06162,991,train
SYN-06163,2404,validation
SYN-06164,640,train
SYN-06165,2032,train
SYN-06166,1061,test
SYN-06167,2327,train
SYN-06168,2405,train
SYN-06169,2406,test
SYN-06170,2407,train
SYN-06171,2408,train
SYN-06172,2409,train
SYN-06173,2410,train
SYN-06174,551,train
SYN-06175,3189,validation
SYN-06176,2411,train
SYN-06177,2412,validation
SYN-06178,2413,train
SYN-06179,2414,validation
SYN-06180,2415,train
SYN-06181,2079,train
SYN-06182,36,train
SYN-06183,3244,train
SYN-06184,2416,train
SYN-06185,794,train
SYN-06186,2417,test
SYN-06187,472,train
SYN-06188,1061,test
SYN-06189,1330,train
SYN-06190,3797,train
SYN-06191,991,train
SYN-06192,4281,test
SYN-06193,991,train
SYN-06194,2369,train
SYN-06195,2418,train
SYN-06196,794,train
SYN-06197,2419,train
SYN-06198,2420,train
SYN-06199,2369,train
SYN-06200,2421,train
SYN-06201,2422,validation
SYN-06202,2423,train
SYN-06203,4043,train
SYN-06204,2424,train
SYN-06205,3791,test
SYN-06206,2425,test
SYN-06207,1831,test
SYN-06208,2426,train
SYN-06209,200,train
SYN-06210,3580,train
SYN-06211,2427,train
SYN-06212,2428,train
SYN-06213,4361,test
SYN-06214,466,train
SYN-06215,2429,train
SYN-06216,185,test
SYN-06217,185,test
SYN-06218,1061,test
SYN-06219,3171,train
SYN-06220,1263,train
SYN-06221,4057,train
SYN-06222,239,train
SYN-06223,402,train
SYN-06224,3249,train
SYN-06225,3189,validation
SYN-06226,2430,test
SYN-06227,3244,train
SYN-06228,2032,train
SYN-06229,3797,train
SYN-06230,401,validation
SYN-06231,2431,train
SYN-06232,2313,test
SYN-06233,2432,train
SYN-06234,1237,train
SYN-06235,3807,train
SYN-06236,2433,test
SYN-06237,2434,test
SYN-06238,2435,validation
SYN-06239,2436,train
SYN-06240,1766,train
SYN-06241,262,train
SYN-06242,2437,test
SYN-06243,1330,train
SYN-06244,3580,train
SYN-06245,2438,train
SYN-06246,2439,train
SYN-06247,2440,train
SYN-06248,1801,train
SYN-06249,2441,train
SYN-06250,3189,validation
SYN-06251,3244,train
SYN-06252,3021,train
SYN-06253,130,train
SYN-06254,3797,train
SYN-06255,2442,train
SYN-06256,2443,train
SYN-06257,4559,train
SYN-06258,2444,test
SYN-06259,1190,train
SYN-06260,2445,train
SYN-06261,2446,train
SYN-06262,200,train
SYN-06263,3189,validation
SYN-06264,1190,train
SYN-06265,3021,train
SYN-06266,2032,train
SYN-06267,2447,test
SYN-06268,4459,train
SYN-06269,2448,train
SYN-06270,2449,train
SYN-06271,1263,train
SYN-06272,3189,validation
SYN-06273,130,train
SYN-06274,2450,validation
SYN-06275,2515,test
SYN-06276,2451,train
SYN-06277,2452,train
SYN-06278,2453,train
SYN-06279,3869,train
SYN-06280,2454,test
SYN-06281,2455,train
SYN-06282,1889,train
SYN-06283,2456,test
SYN-06284,3249,train
SYN-06285,3189,validation
SYN-06286,1330,train
SYN-06287,2457,train
SYN-06288,79,train
SYN-06289,2458,test
SYN-06290,2423,train
SYN-06291,2459,validation
SYN-06292,2460,train
SYN-06293,102,train
SYN-06294,2461,train
SYN-06295,3742,validation
SYN-06296,3249,train
SYN-06297,1330,train
SYN-06298,2837,test
SYN-06299,2462,train
SYN-06300,2313,test
SYN-06301,2507,train
SYN-06302,2463,validation
SYN-06303,2464,train
SYN-06304,2465,test
SYN-06305,200,train
SYN-06306,2466,train
SYN-06307,4276,train
SYN-06308,3189,validation
SYN-06309,2369,train
SYN-06310,2467,train
SYN-06311,2468,train
SYN-06312,2049,validation
SYN-06313,2469,train
SYN-06314,0,train
SYN-06315,3244,train
SYN-06316,1481,train
SYN-06317,1061,test
SYN-06318,200,train
SYN-06319,36,train
SYN-06320,239,train
SYN-06321,2470,test
SYN-06322,2471,validation
SYN-06323,2472,train
SYN-06324,2473,train
SYN-06325,1831,test
SYN-06326,2474,train
SYN-06327,189,train
SYN-06328,4361,test
SYN-06329,2032,train
SYN-06330,3580,train
SYN-06331,4008,train
SYN-06332,2475,train
SYN-06333,3386,train
SYN-06334,2476,train
SYN-06335,1330,train
SYN-06336,991,train
SYN-06337,3386,train
SYN-06338,3495,train
SYN-06339,2477,train
SYN-06340,49,train
SYN-06341,679,train
SYN-06342,2478,train
SYN-06343,49,train
SYN-06344,2479,validation
SYN-06345,1061,test
SYN-06346,2480,validation
SYN-06347,93,train
SYN-06348,2481,train
SYN-06349,298,validation
SYN-06350,4064,train
SYN-06351,2482,test
SYN-06352,4385,train
SYN-06353,3021,train
SYN-06354,328,train
SYN-06355,2483,train
SYN-06356,4043,train
SYN-06357,4008,train
SYN-06358,2484,train
SYN-06359,3344,validation
SYN-06360,2485,train
SYN-06361,3495,train
SYN-06362,2486,train
SYN-06363,2487,train
SYN-06364,794,train
SYN-06365,991,train
SYN-06366,1263,train
SYN-06367,2488,train
SYN-06368,2489,train
SYN-06369,2490,train
SYN-06370,2491,train
SYN-06371,3797,train
SYN-06372,2656,train
SYN-06373,2369,train
SYN-06374,36,train
SYN-06375,1330,train
SYN-06376,2492,train
SYN-06377,2493,train
SYN-06378,2494,test
SYN-06379,102,train
SYN-06380,4045,train
SYN-06381,2495,train
SYN-06382,3496,test
SYN-06383,2496,train
SYN-06384,2443,train
SYN-06385,794,train
SYN-06386,2285,test
SYN-06387,2497,train
SYN-06388,2498,train
SYN-06389,3021,train
SYN-06390,2499,test
SYN-06391,200,train
SYN-06392,2500,test
SYN-06393,3580,train
SYN-06394,3264,test
SYN-06395,2501,train
SYN-06396,2502,test
SYN-06397,2503,test
SYN-06398,2504,train
SYN-06399,2505,train
SYN-06400,2506,validation
SYN-06401,4064,train
SYN-06402,2507,train
SYN-06403,2508,test
SYN-06404,472,train
SYN-06405,2509,train
SYN-06406,2510,validation
SYN-06407,185,test
SYN-06408,2511,test
SYN-06409,4043,train
SYN-06410,2512,validation
SYN-06411,2513,validation
SYN-06412,2514,train
SYN-06413,1190,train
SYN-06414,1,train
SYN-06415,2515,test
SYN-06416,2516,validation
SYN-06417,2517,train
SYN-06418,93,train
SYN-06419,2518,train
SYN-06420,3181,train
SYN-06421,2527,train
SYN-06422,4064,train
SYN-06423,2519,train
SYN-06424,2520,test
SYN-06425,2605,train
SYN-06426,2521,train
SYN-06427,2522,test
SYN-06428,3244,train
SYN-06429,2523,test
SYN-06430,1609,validation
SYN-06431,1061,test
SYN-06432,2524,train
SYN-06433,2525,train
SYN-06434,3580,train
SYN-06435,2526,validation
SYN-06436,3797,train
SYN-06437,2032,train
SYN-06438,744,train
SYN-06439,2527,train
SYN-06440,2528,test
SYN-06441,3797,train
SYN-06442,3797,train
SYN-06443,2529,train
SYN-06444,1061,test
SYN-06445,2530,test
SYN-06446,2531,validation
SYN-06447,1395,train
SYN-06448,634,train
SYN-06449,1597,train
SYN-06450,2532,train
SYN-06451,3471,validation
SYN-06452,2533,train
SYN-06453,3797,train
SYN-06454,2534,train
SYN-06455,1585,train
SYN-06456,1255,train
SYN-06457,2535,train
SYN-06458,2536,train
SYN-06459,2537,test
SYN-06460,3021,train
SYN-06461,2538,train
SYN-06462,19,train
SYN-06463,794,train
SYN-06464,2999,train
SYN-06465,3344,validation
SYN-06466,1827,train
SYN-06467,200,train
SYN-06468,2539,validation
SYN-06469,2540,test
SYN-06470,2541,validation
SYN-06471,4366,train
SYN-06472,2790,test
SYN-06473,2542,validation
SYN-06474,2543,train
SYN-06475,2544,train
SYN-06476,3344,validation
SYN-06477,2545,train
SYN-06478,2546,validation
SYN-06479,1263,train
SYN-06480,794,train
SYN-06481,472,train
SYN-06482,3021,train
SYN-06483,2790,test
SYN-06484,1330,train
SYN-06485,2547,test
SYN-06486,2548,test
SYN-06487,3021,train
SYN-06488,2327,train
SYN-06489,2549,train
SYN-06490,2550,train
SYN-06491,472,train
SYN-06492,49,train
SYN-06493,2551,train
SYN-06494,2552,validation
SYN-06495,2553,train
SYN-06496,2554,train
SYN-06497,2555,train
SYN-06498,2079,train
SYN-06499,3580,train
SYN-06500,3495,train
SYN-06501,2556,train
SYN-06502,185,test
SYN-06503,2557,train
SYN-06504,102,train
SYN-06505,2327,train
SYN-06506,2558,train
SYN-06507,2559,train
SYN-06508,752,train
SYN-06509,2560,train
SYN-06510,2790,test
SYN-06511,2561,train
SYN-06512,2562,test
SYN-06513,3661,train
SYN-06514,2563,validation
SYN-06515,2564,train
SYN-06516,2565,train
SYN-06517,36,train
SYN-06518,2566,validation
SYN-06519,2567,train
SYN-06520,2568,validation
SYN-06521,1330,train
SYN-06522,2569,train
SYN-06523,2570,train
SYN-06524,36,train
SYN-06525,692,train
SYN-06526,2571,train
SYN-06527,2313,test
SYN-06528,3244,train
SYN-06529,2572,test
SYN-06530,2573,train
SYN-06531,36,train
SYN-06532,2032,train
SYN-06533,472,train
SYN-06534,2574,train
SYN-06535,2512,validation
SYN-06536,3560,train
SYN-06537,2575,validation
SYN-06538,978,train
SYN-06539,49,train
SYN-06540,2576,train
SYN-06541,3264,test
SYN-06542,200,train
SYN-06543,2404,validation
SYN-06544,1000,test
SYN-06545,2577,validation
SYN-06546,2578,train
SYN-06547,472,train
SYN-06548,2579,train
SYN-06549,2580,train
SYN-06550,2581,train
SYN-06551,2582,train
SYN-06552,2583,test
SYN-06553,2117,train
SYN-06554,4281,test
SYN-06555,249,train
SYN-06556,2584,train
SYN-06557,1238,train
SYN-06558,2585,train
SYN-06559,2586,train
SYN-06560,2587,train
SYN-06561,2482,test
SYN-06562,2588,train
SYN-06563,3495,train
SYN-06564,2589,train
SYN-06565,342,train
SYN-06566,2590,train
SYN-06567,1822,train
SYN-06568,991,train
SYN-06569,3580,train
SYN-06570,3590,validation
SYN-06571,2591,train
SYN-06572,2592,train
SYN-06573,2593,validation
SYN-06574,472,train
SYN-06575,2369,train
SYN-06576,1808,train
SYN-06577,19,train
SYN-06578,3264,test
SYN-06579,2594,train
SYN-06580,954,test
SYN-06581,3573,train
SYN-06582,2595,train
SYN-06583,249,train
SYN-06584,2596,validation
SYN-06585,794,train
SYN-06586,2597,validation
SYN-06587,3580,train
SYN-06588,36,train
SYN-06589,2598,train
SYN-06590,3189,validation
SYN-06591,49,train
SYN-06592,2599,train
SYN-06593,4124,train
SYN-06594,2600,train
SYN-06595,2601,train
SYN-06596,36,train
SYN-06597,2602,validation
SYN-06598,692,train
SYN-06599,2603,test
SYN-06600,991,train
SYN-06601,2604,test
SYN-06602,49,train
SYN-06603,4045,train
SYN-06604,4043,train
SYN-06605,2605,train
SYN-06606,2606,train
SYN-06607,2607,train
SYN-06608,2608,train
SYN-06609,2999,train
SYN-06610,2609,validation
SYN-06611,49,train
SYN-06612,1190,train
SYN-06613,2610,validation
SYN-06614,2086,train
SYN-06615,2313,test
SYN-06616,2611,train
SYN-06617,2482,test
SYN-06618,2612,validation
SYN-06619,2613,validation
SYN-06620,2614,validation
SYN-06621,2117,train
SYN-06622,1891,test
SYN-06623,2615,train
SYN-06624,3264,test
SYN-06625,3580,train
SYN-06626,2616,train
SYN-06627,2617,train
SYN-06628,2618,validation
SYN-06629,2619,test
SYN-06630,2620,validation
SYN-06631,49,train
SYN-06632,2621,train
SYN-06633,19,train
SYN-06634,466,train
SYN-06635,472,train
SYN-06636,184,test
SYN-06637,3797,train
SYN-06638,2622,train
SYN-06639,2623,train
SYN-06640,1190,train
SYN-06641,155,validation
SYN-06642,2624,test
SYN-06643,2032,train
SYN-06644,4064,train
SYN-06645,4366,train
SYN-06646,4270,train
SYN-06647,2625,train
SYN-06648,2626,test
SYN-06649,794,train
SYN-06650,2627,test
SYN-06651,2319,train
SYN-06652,2628,train
SYN-06653,3495,train
SYN-06654,185,test
SYN-06655,3797,train
SYN-06656,2862,train
SYN-06657,2032,train
SYN-06658,2629,train
SYN-06659,2630,train
SYN-06660,200,train
SYN-06661,2631,validation
SYN-06662,53,test
SYN-06663,2632,train
SYN-06664,336,train
SYN-06665,2633,test
SYN-06666,2634,train
SYN-06667,240,validation
SYN-06668,2635,train
SYN-06669,1264,train
SYN-06670,2636,validation
SYN-06671,2637,validation
SYN-06672,2638,train
SYN-06673,4064,train
SYN-06674,2639,test
SYN-06675,2032,train
SYN-06676,2640,train
SYN-06677,2641,train
SYN-06678,2642,validation
SYN-06679,2643,test
SYN-06680,2717,validation
SYN-06681,200,train
SYN-06682,2644,train
SYN-06683,2645,train
SYN-06684,2646,train
SYN-06685,3323,test
SYN-06686,3797,train
SYN-06687,3797,train
SYN-06688,102,train
SYN-06689,3021,train
SYN-06690,2647,test
SYN-06691,3189,validation
SYN-06692,36,train
SYN-06693,2648,train
SYN-06694,2649,validation
SYN-06695,472,train
SYN-06696,2650,train
SYN-06697,2651,train
SYN-06698,2652,validation
SYN-06699,3580,train
SYN-06700,2482,test
SYN-06701,2653,validation
SYN-06702,1018,train
SYN-06703,2654,train
SYN-06704,1153,train
SYN-06705,2319,train
SYN-06706,2655,train
SYN-06707,2656,train
SYN-06708,1230,train
SYN-06709,3264,test
SYN-06710,3064,train
SYN-06711,3495,train
SYN-06712,2657,train
SYN-06713,242,train
SYN-06714,2658,train
SYN-06715,2837,test
SYN-06716,1330,train
SYN-06717,2032,train
SYN-06718,2659,test
SYN-06719,2452,train
SYN-06720,906,train
SYN-06721,2660,test
SYN-06722,49,train
SYN-06723,2661,train
SYN-06724,4064,train
SYN-06725,185,test
SYN-06726,4045,train
SYN-06727,2662,test
SYN-06728,2663,train
SYN-06729,3189,validation
SYN-06730,2664,train
SYN-06731,2665,test
SYN-06732,2666,train
SYN-06733,2667,train
SYN-06734,2668,train
SYN-06735,1827,train
SYN-06736,2032,train
SYN-06737,2669,train
SYN-06738,2670,test
SYN-06739,2671,train
SYN-06740,200,train
SYN-06741,2672,train
SYN-06742,3731,test
SYN-06743,2673,validation
SYN-06744,991,train
SYN-06745,2674,train
SYN-06746,991,train
SYN-06747,2675,train
SYN-06748,2676,test
SYN-06749,2677,test
SYN-06750,2678,train
SYN-06751,63,validation
SYN-06752,2679,train
SYN-06753,2680,train
SYN-06754,1801,train
SYN-06755,1190,train
SYN-06756,2681,train
SYN-06757,2682,test
SYN-06758,2683,train
SYN-06759,2684,train
SYN-06760,36,train
SYN-06761,991,train
SYN-06762,3471,validation
SYN-06763,2685,validation
SYN-06764,2686,train
SYN-06765,1061,test
SYN-06766,2687,validation
SYN-06767,3797,train
SYN-06768,2688,test
SYN-06769,185,test
SYN-06770,1330,train
SYN-06771,2689,train
SYN-06772,2690,train
SYN-06773,4064,train
SYN-06774,2691,train
SYN-06775,2692,validation
SYN-06776,472,train
SYN-06777,3244,train
SYN-06778,2693,train
SYN-06779,2711,train
SYN-06780,200,train
SYN-06781,551,train
SYN-06782,2694,train
SYN-06783,2695,test
SYN-06784,185,test
SYN-06785,1330,train
SYN-06786,3386,train
SYN-06787,2696,train
SYN-06788,472,train
SYN-06789,3572,validation
SYN-06790,36,train
SYN-06791,1061,test
SYN-06792,1061,test
SYN-06793,2697,train
SYN-06794,4213,validation
SYN-06795,2698,train
SYN-06796,472,train
SYN-06797,2699,train
SYN-06798,2700,train
SYN-06799,2701,train
SYN-06800,1995,train
SYN-06801,2702,test
SYN-06802,3503,train
SYN-06803,1280,train
SYN-06804,19,train
SYN-06805,2703,train
SYN-06806,3189,validation
SYN-06807,36,train
SYN-06808,2704,train
SYN-06809,2705,validation
SYN-06810,2032,train
SYN-06811,2369,train
SYN-06812,2369,train
SYN-06813,2032,train
SYN-06814,1018,train
SYN-06815,1889,train
SYN-06816,2706,test
SYN-06817,2452,train
SYN-06818,49,train
SYN-06819,2707,train
SYN-06820,3264,test
SYN-06821,1485,train
SYN-06822,2708,train
SYN-06823,2709,train
SYN-06824,2710,test
SYN-06825,2711,train
SYN-06826,93,train
SYN-06827,2712,train
SYN-06828,1196,train
SYN-06829,2713,train
SYN-06830,2714,train
SYN-06831,200,train
SYN-06832,1313,test
SYN-06833,568,train
SYN-06834,2715,train
SYN-06835,3829,train
SYN-06836,1190,train
SYN-06837,2716,test
SYN-06838,2717,validation
SYN-06839,36,train
SYN-06840,2414,validation
SYN-06841,3257,train
SYN-06842,200,train
SYN-06843,2718,test
SYN-06844,3580,train
SYN-06845,991,train
SYN-06846,4043,train
SYN-06847,3797,train
SYN-06848,2719,validation
SYN-06849,2720,train
SYN-06850,1089,train
SYN-06851,2721,train
SYN-06852,3344,validation
SYN-06853,200,train
SYN-06854,2722,validation
SYN-06855,49,train
SYN-06856,4043,train
SYN-06857,2723,train
SYN-06858,2724,train
SYN-06859,1190,train
SYN-06860,2725,test
SYN-06861,1190,train
SYN-06862,2726,train
SYN-06863,2727,test
SYN-06864,4109,train
SYN-06865,2728,train
SYN-06866,2729,test
SYN-06867,1758,train
SYN-06868,36,train
SYN-06869,2730,train
SYN-06870,2731,train
SYN-06871,2732,validation
SYN-06872,813,test
SYN-06873,4026,train
SYN-06874,2733,train
SYN-06875,2734,train
SYN-06876,2735,train
SYN-06877,2999,train
SYN-06878,2736,validation
SYN-06879,298,validation
SYN-06880,2737,train
SYN-06881,3202,train
SYN-06882,2032,train
SYN-06883,2738,train
SYN-06884,239,train
SYN-06885,4064,train
SYN-06886,3797,train
SYN-06887,3997,train
SYN-06888,2739,test
SYN-06889,2740,train
SYN-06890,2741,test
SYN-06891,3244,train
SYN-06892,1518,validation
SYN-06893,2742,train
SYN-06894,2743,test
SYN-06895,2744,train
SYN-06896,36,train
SYN-06897,2745,test
SYN-06898,2746,train
SYN-06899,3580,train
SYN-06900,1330,train
SYN-06901,4325,test
SYN-06902,1330,train
SYN-06903,2747,train
SYN-06904,1657,train
SYN-06905,2079,train
SYN-06906,3471,validation
SYN-06907,19,train
SYN-06908,2748,train
SYN-06909,2749,test
SYN-06910,1061,test
SYN-06911,2227,train
SYN-06912,991,train
SYN-06913,2750,train
SYN-06914,2079,train
SYN-06915,1190,train
SYN-06916,2751,train
SYN-06917,4045,train
SYN-06918,1330,train
SYN-06919,2752,test
SYN-06920,2753,test
SYN-06921,2850,train
SYN-06922,1154,validation
SYN-06923,3189,validation
SYN-06924,2754,test
SYN-06925,200,train
SYN-06926,1602,train
SYN-06927,2755,test
SYN-06928,2756,validation
SYN-06929,2757,test
SYN-06930,3249,train
SYN-06931,4213,validation
SYN-06932,185,test
SYN-06933,1148,validation
SYN-06934,2758,train
SYN-06935,2759,train
SYN-06936,4045,train
SYN-06937,2760,train
SYN-06938,2761,validation
SYN-06939,2313,test
SYN-06940,4304,train
SYN-06941,2762,validation
SYN-06942,1330,train
SYN-06943,2387,train
SYN-06944,3797,train
SYN-06945,2763,train
SYN-06946,2764,validation
SYN-06947,2765,train
SYN-06948,2766,train
SYN-06949,1264,train
SYN-06950,2767,train
SYN-06951,1831,test
SYN-06952,2768,train
SYN-06953,2769,test
SYN-06954,3797,train
SYN-06955,2770,train
SYN-06956,2771,train
SYN-06957,273,train
SYN-06958,200,train
SYN-06959,1061,test
SYN-06960,107,train
SYN-06961,3407,train
SYN-06962,200,train
SYN-06963,2772,test
SYN-06964,19,train
SYN-06965,2773,train
SYN-06966,200,train
SYN-06967,1909,train
SYN-06968,2774,test
SYN-06969,2775,train
SYN-06970,2776,train
SYN-06971,185,test
SYN-06972,569,train
SYN-06973,3580,train
SYN-06974,1330,train
SYN-06975,472,train
SYN-06976,2777,test
SYN-06977,2778,train
SYN-06978,2790,test
SYN-06979,2779,train
SYN-06980,3471,validation
SYN-06981,2079,train
SYN-06982,2780,validation
SYN-06983,2781,test
SYN-06984,3580,train
SYN-06985,2782,train
SYN-06986,361,validation
SYN-06987,2783,train
SYN-06988,2857,train
SYN-06989,2784,train
SYN-06990,2785,train
SYN-06991,3854,train
SYN-06992,2786,train
SYN-06993,36,train
SYN-06994,3495,train
SYN-06995,2787,train
SYN-06996,2788,train
SYN-06997,2789,train
SYN-06998,2790,test
SYN-06999,1585,train
SYN-07000,2791,train
